"","objectid","name","yearpublished","sortindex","minplayers","maxplayers","minplaytime","maxplaytime","minage","min_community","max_community","totalvotes","playerage","languagedependence","usersrated","average","baverage","stddev","avgweight","numweights","numgeeklists","numtrading","numwanting","numcomments","siteviews","numplays","numplays_month","news","blogs","weblink","podcast","label","boardgamedesigner_cnt","boardgameartist_cnt","boardgamepublisher_cnt","boardgamehonor_cnt","boardgamecategory_cnt","boardgamemechanic_cnt","boardgameexpansion_cnt","boardgameversion_cnt","boardgamefamily_cnt","boardgamedesigner","boardgameartist","boardgamepublisher","boardgamehonor","boardgamecategory","boardgameversion","boardgamemechanic","boardgameexpansion","boardgamefamily","description","gamelink"
"547",96765,"CardFight!! Vanguard",2011,9127,2,2,20,20,0,"2","N/A",4,"8",2,132,6.64811,5.55394,2.07207,2.8571,7,149,14,4,40,31150,1219,0,0,6,3,1,"Board Game",0,0,1,2,4,1,0,2,1,"['Land 6""']","['Land 6']","['Bushiroad Inc.']","['2013 Origins Award Best Collectible Card Game Nominee', '2018 Origins Awards Best Collectible Game Nominee']","['Card Game', 'Collectible Components', 'Fantasy', 'Fighting']","['Bushiroad English edition', 'First edition']","['Hand Management']","['None']","['CCGs (Collectible Card Games)']","ヴァンガード (Vanguard) is a Japanese trading card game published by Bushiroad. It was created in collaboration between Akira Itō (Yu-Gi-Oh! R), Satoshi Nakamura (Duel Masters), and Bushiroad president Takaaki Kidani. The game was also released in conjunction with a TV anime series, &amp;quot;カードファイト!! ヴァンガード&amp;quot; (Cardfight!! Vanguard).  In the game, players &amp;quot;ride&amp;quot; a unit as their Vanguard, which represents them on the board. They may also summon other units as Rear Guards to attack or support. The game is won by doing 6 points of damage to the opponent's Vanguard.  As players attack, if they are using their vanguard they can &amp;quot;drive check&amp;quot; whereby they check the top card of their deck for &amp;quot;triggers&amp;quot; which increase power and have other effects, and add these cards to their hand. Triggers can also be revealed when players take damage to their vanguard by performing a &amp;quot;damage check&amp;quot;.  At the start of the game, each player places their grade 0 starting vanguard face down in the &amp;quot;vanguard circle&amp;quot; and then draws 5 cards. They may return any number of cards to the deck and re-draw to form their starting hand, but only once. It's a good tactic to return trigger cards from your first hand as these are better utilised when drawn from the deck as part of a &amp;quot;drive check&amp;quot; or &amp;quot;damage check&amp;quot;.  Once the players are done setting up their initial hand they determine who goes first (often, rock-paper-scissors is used for this) and then each turn follows the same turn order:  1. Stand up (only at the start of the game, and both players perform this action simultaneously whereby they flip over their vanguard) 2. Stand and Draw 3. Ride 4. Call 5. Attack 6. Guard 7. Drive Check 8. Damage Check 9. (more attacks? Go back to 5) 10. Turn end - change to other player and go back to 2  It's worth noting that strategically, taking damage early in the game can be beneficial as you can use cards in the damage zone to &amp;quot;counter blast&amp;quot; (flip the cards over to activate special actions on certain units).","/boardgame/96765/cardfight-vanguard"
"548",8147,"Maka Bana",2003,2923,3,6,45,60,10,"4","5",9,"10",1,713,6.64252,5.87657,1.24257,2.0469,64,152,24,49,186,57689,1090,1,1,0,20,0,"Board Game",1,2,5,0,3,2,0,8,2,"['Fran\\u00e7ois Haffner""']","['Johann Aumaitre', 'David Cochard']","['IELLO', 'Kaissa Chess & Games', 'Sweet Games', 'Tilsit', 'Zvezda']","['None']","['Bluffing', 'Card Game', 'City Building']","['IELLO/Sweet English edition', 'Kaissa Greek edition', 'Sweet French edition', 'Tilsit English/French edition', 'Tilsit French edition', 'Tilsit French edition']","['Secret Unit Deployment', 'Simultaneous Action Selection']","['None']","['Tilsit Collection', 'Tropical theme']","The goal of the game is to bring your huts for the tourist hordes down on the beautiful island Maka Bana. Therefore you have 11 cards with terrain (4), a symbol (4), and the name of the beach (3). Each space on the board can be identified with this combination of three cards. These are played one face up &amp;amp; two face down. The aim is to get the most points. You get 1 point for a stand-alone-hut. You get more if you have huts on adjacent spaces. You have one TIKI (statue) to bring your opponents into trouble. You can put this one on any space you want. If your opponent wants to build there a hut: Bad Luck. There are also two cards which you use to change the color of a hut (to make it yours).  The game ends if one player managed it to place all his huts on the island or if one beach is complete with huts and/or tikis at the end of a turn.  In the advanced rules, it is possible to legally &amp;quot;cheat&amp;quot;. If you play more than three cards, you can build more huts. If you play less than three cards, you can build more easily &amp;mdash; but to prevent some excess, there can be only one denunciation every turn, and you can only denounce another player if you cheat &amp;quot;less&amp;quot; than your opponent!","/boardgame/8147/maka-bana"
"549",715,"Escape from Colditz",1973,1621,2,6,180,180,12,"4","6",43,"12",2,2771,6.64246,6.19856,1.44867,2.2385,239,688,139,164,839,363402,2833,9,2,20,21,6,"Board Game",3,2,8,0,2,4,0,9,2,"['Bob Brechin""', 'Brian Degas""', 'Major P.R. Reid M.B.E.']","['Antonio Catalu00e1n', 'Peter Dennis']","['Clipper', 'Devir', 'Factor Games', 'Gibsons', 'Nike and Cooper Espau00f1ola', 'Osprey Games']","['None']","['Adventure', 'World War II']","['Clipper edition', 'Devir Spanish revised edition', 'Factor Games Spanish edition', 'Gibsons UK first edition', 'Gibsons UK second edition', 'Gibsons UK square box edition']","['Card Drafting', 'Elapsed Real Time Ending', 'Roll / Spin and Move', 'Simulation']","['None']","['Cities: Colditz (Saxony', 'One versus Many']","Escape From Colditz is a 1-vs-many semi-cooperative game where one player is the Security Officer of the German forces, and the others are Escape Officers for various nationalities or prisoners of war (POWs).  Escape Officers try to acquire the equipment they need for a successful escape (rope, wire cutters, etc.), while the Security Officer tries to hinder them by putting them in solitary confinement and consficating their equipment.  Play lasts for a pre-determined length of time or number of rounds.  If an Escape Officer can free a pre-determined number of POWs (usually 2) before then, they win. Otherwise the Security Officer wins.  The game was co-designed by Major PR Reid, a British soldier who was one of the few to actually successfully escape from Colditz during the Second World War.","/boardgame/715/escape-colditz"
"550",87200,"Dragon Valley",2012,5252,2,4,120,120,12,"4","4",16,"12",3,221,6.64154,5.65608,1.5023,3.0909,22,326,38,25,94,86694,377,0,0,8,6,4,"Board Game",1,3,1,0,4,2,3,1,3,"['CW Karstens""']","['Karim Chakroun', 'CW Karstens', 'Kurt Miller']","['Diamond K Games']","['None']","['City Building', 'Exploration', 'Fantasy', 'Fighting']","['First edition']","['Area Movement', 'Tile Placement']","['Dragon Valley Tourneys', 'Dragon Valley: Hunt for the Fugitive', 'Dragon Valley: Kickstarter Exclusive u2013 Kings Aid Cards']","['Animals: Dragons', 'Crowdfunding: Kickstarter', 'Tower Defense']","Times are dire here around Dragon Valley. We're fighting off waves of orc armies, goblin war machines and even the flying lizards themselves. For now the mountain pass remains secure but our scouts have reported large gatherings in the valley and we're expecting a full scale assault before the season's end. If that wasn't enough to worry about, our neighbors are also preparing for war and petitioning the king for his troops and supplies which are already spread thin. It seems you'll not only be fighting a war of steel, but one of words as well.  In Dragon Valley, players take turns dividing items such as knights and archers, building materials for blacksmith shops and towers, special powers and even attackers. The attackers consist of dragons, orcs and battering rams that emerge from mountain passes into each player's lands. After dividing, other players select the group of items they prefer and leave the remainder with the player who did the dividing. After that, players use special cards to interfere with each others plans. The last step each round is for players to setup defenses, destroy the attackers or laying siege on the orc strongholds scattered throughout Dragon Valley.","/boardgame/87200/dragon-valley"
"551",71061,"DungeonQuest (third edition)",2010,1509,1,4,90,90,13,"4","4",68,"8",4,3058,6.63972,6.24149,1.68893,2.1574,216,984,159,119,841,456795,8897,18,1,26,11,8,"Board Game",1,12,6,0,4,5,0,7,5,"['Jakob Bonds""']","['Felicia Cano', 'Jesper Ejsing', 'Louis Frank', 'Jacob Glaser', 'John Goodenough', 'Rafau0142 Hrynkiewicz']","['Fantasy Flight Games', 'Arclight', 'Edge Entertainment', 'Galakta', 'Heidelberger Spieleverlag', 'Stratelibri']","['None']","['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Arclight Japanese edition', 'Edge French edition', 'Edge Spanish edition', 'Fantasy Flight English edition', 'Heidelberger German edition', 'Polish edition']","['Modular Board', 'Player Elimination', 'Rock-Paper-Scissors', 'Tile Placement', 'Variable Player Powers']","['None']","['Animals: Dragons', 'Components: Miniatures', 'Drakborgen', 'The Realms of Terrinoth', 'Solitaire Games']","DungeonQuest is a re-imagining of the classic board game of dungeon exploration for 1-4 players. Set in the vibrant fantasy realm of Terrinoth (first popularized by Runebound), DungeonQuest retains the peril, tension, and brutality of the beloved original game while updating both mechanical and thematic elements. Players take on the roles of courageous (or foolish) heroes willing to brave the legendary dangers of Dragonfire Dungeon. Fortune awaits those able to venture into the dragon&amp;rsquo;s lair...  Legends say that the doors of Dragonfire Dungeon open every sunrise, welcoming brave adventurers into its depths. But once the sun sets, the doors close and seal the fates of those who lingered too long. Only a few have ever returned from Dragonfire Dungeon, and those who have usually come back near death. But they return as heroes nonetheless.  In DungeonQuest, players must guide their heroes through the twisting halls of Dragonfire Dungeon in pursuit of unimaginable riches hoarded by the Dragonlord Kalladra. Whoever can amass the most wealth and make it out of the dungeon before the closing of the doors seals their doom will emerge victorious. However, merely surviving the harrowing dungeon is a feat all its own...  While many similar games rely on a player to control the machinations of the dungeon, DungeonQuest is unique in that the dungeon essentially runs itself. No one at the table knows what lies around the corner, creating a new play experience every time. Additionally, DungeonQuest also includes rules for solo play, so you can even challenge Kalladra&amp;rsquo;s keep on your own!  Great riches and everlasting glory await if you can survive Dragonfire Dungeon. The Dragonlord Kalladra has challenged all heroes of Terrinoth to test themselves against the most dangerous dungeon in all the realms.  Dare you face the dragon&amp;rsquo;s challenge?","/boardgame/71061/dungeonquest-third-edition"
"552",771,"Kings and Castles",2000,6591,2,4,90,90,10,"4","4",6,"10",1,142,6.63768,5.60406,1.30805,2.6154,13,130,24,15,61,34632,120,1,0,0,2,0,"Board Game",3,0,1,0,2,1,0,1,0,"['Gary Dicken""', 'Steve Kendall""', 'Phil Kendall""']","['Gary Dicken', 'Steve Kendall', 'Phil Kendall']","['Ragnar Brothers']","['None']","['Medieval', 'Wargame']","['First edition']","['Area Majority / Influence']","['None']","['First edition']","The last English King (as opposed to King of England) died in 1066. This game is about what happened next. The men who occupied the throne for the next 400 years were a particularly unpleasant bunch, whose main thought was of personal aggrandisement. Having deprived the English of the right of self-government, the more energetic of them set about trying to do a similar job on their neighbours. In Kings &amp;amp; Castles the players take the part of these men as they pursue their ambitions at home and abroad. The treatment is broad-brush and fairly abstract: there is a map and the counters carry pictures of castles and soldiers, but you don't have to start worrying about dice and combat results; this is not a wargame.  Players take turns to conquer as many regions as possible with their own and opponents forces - an intriguing mechanic - then decide whether to tax the hard working peasants or not. Plenty of decision making and room for tactics with a different player/king sequence every time you play.","/boardgame/771/kings-and-castles"
"553",7753,"When Eagles Fight",1993,6174,1,2,240,240,12,"2","2",4,"16",4,155,6.63729,5.61646,1.49371,2.7812,32,55,31,5,89,29503,54,0,0,0,1,0,"Board Game",1,0,2,2,2,1,1,2,2,"['Ted Raicer""']","['Ted Raicer']","['Kokusai-Tsushin Co.', 'XTR Corp']","['1993 Charles S. Roberts Best Pre-World War II Board Game Nominee', '1993 Charles S. Roberts Best Pre-World War II Board Game Winner']","['Wargame', 'World War I']","['Command Japan magazine edition', 'Command magazine edition']","['Hexagon Grid']","['When Eagles Fight: Schlieffen East']","['Admin: Better Description Needed!', 'Magazine: Command']","When Eagles Fight is two-player game simulating the campaigns fought between the Central powers and Czarist Rusia, from Tanneberg in 1914 to the fall of the Romanov in 1917.  Each turn represents one or two months, depending on the season. Each hex equals 25 miles from side to opposite side. Units are mostly corps, with a few divisions representing 10000-60000 men each.  The components include rules, the map and the die-cut counters.  (source: rulebook)","/boardgame/7753/when-eagles-fight"
"554",7639,"Their Finest Hour",1976,8350,2,2,240,240,12,"2","N/A",1,"14",1,106,6.63491,5.56471,1.4774,4.3,10,58,14,6,71,30913,17,0,0,0,0,0,"Board Game",3,1,2,1,2,3,4,3,1,"['Rich Banner""', 'Frank Chadwick""', 'Marc W. Miller""']","['Rodger B. MacGowan']","['Game Designers Workshop', 'Hobby Japan']","['1982 Charles S. Roberts Best Twentieth Century Game Nominee']","['Wargame', 'World War II']","['GDW first edition', 'GDW second edition', 'Hobby Japan edition']","['Dice Rolling', 'Hexagon Grid', 'Simulation']","['Battle of Britain', 'Fall Gelb', 'Hearts Of Oak', 'Master Europa 103: Western Front u2013 Blitzkrieg']","['Europa Series']","Their Finest Hour is a two-player game recreating the military situation facing Britain and Germany in the summer and fall of 1940. At 16 miles per hex, the maps cover the entire British Isles plus northern France and western Norway. Each player controls the air, naval, and ground forces committed to the invasion or defense of Britain. Air units are based on groups of about 40 aircraft; naval units represent flotillas of destroyers and individual capital ships and cruisers; ground units are scaled at divisions, brigades, regiments, and battalions. The rules use the basic Europa game mechanics as a framework, with specialized rules covering the historical situation in detail.  Game Components:      two 21&amp;quot; x 27&amp;quot; maps     1,200 die-cut counters     a complete set of rules     chart set     two dices","/boardgame/7639/their-finest-hour"
"555",870,"Empires of the Ancient World",2000,3463,3,5,120,180,12,"5","5",14,"14",2,527,6.63299,5.80058,1.36153,2.9759,83,276,35,70,241,88989,435,0,0,2,5,0,"Board Game",1,1,1,0,1,4,0,1,2,"['Martin Wallace""']","['Peter Dennis']","['Warfrog Games']","['None']","['Ancient']","['First edition']","['Area Majority / Influence', 'Campaign / Battle Card Driven', 'Rock-Paper-Scissors', 'Trading']","['None']","['Ancient Rome', 'Country: Greece']","Going back to the age of Alexander the Great and Julius Caesar, you control the destiny of your empire--building armies, annexing neutral provinces, trading across the Mediterranean, and fighting battles. The heart of the game is its innovative card combat system. The full-color cards allow the use of pikes, swords, war bands, elephants, heavy cavalry, foot skirmishers, light horse, siege towers, artillery, and galleys. Special cards allow you to develop better military leaders, diplomats, traders, and engineers. However, winning the game is not just about having the largest empire. The player with the largest army will also lose the most victory points, so he had better use his forces well. If warfare is not to your taste then you can trade your way to victory, by having the largest trading empire.","/boardgame/870/empires-ancient-world"
"556",7451,"Jarnac!",1977,6004,2,2,40,40,7,"2","N/A",2,"12",0,170,6.62812,5.62357,1.70457,2.2143,14,87,14,8,59,22856,359,4,0,0,6,0,"Board Game",1,1,6,0,1,2,0,11,0,"['\\u00c9mile Lombard""']","['Tony Rochon']","['Blackrock Games', 'Chieftain Products', 'Europu00e9enne des Nouveaux Jeux de Savoir', 'Habourdin International', 'Parker Brothers', 'Spears Games']","['None']","['Word Game']","['Blackrock edition', 'Blackrock multilingual edition', 'Canadian Bilingual Edition', 'Chieftain edition', 'Chieftain French edition', 'ENJS French edition']","['Team-Based Game', 'Tile Placement']","['None']","['Blackrock edition', 'Blackrock multilingual edition', 'Canadian Bilingual Edition', 'Chieftain edition', 'Chieftain French edition', 'ENJS French edition']","Players form words on their gameboard, extending words whenever possible using the available letter tiles.  Players have the ability to steal words from their opponents if an opportunity to extend a word or form a new word is missed.  The game ends when one player has formed a word on each of the 8 available lines.  The game can be played head to head or in teams.","/boardgame/7451/jarnac"
"557",805,"Buffy the Vampire Slayer  The Game",2000,1982,2,5,90,90,12,"5","5",33,"10",4,1614,6.62709,6.07837,1.3866,1.9934,152,2006,201,79,743,227928,1955,1,1,7,8,1,"Board Game",3,0,2,0,2,4,0,1,3,"['Rob Daviau""', 'Bill Sabram""', 'Craig Van Ness""']","['Rob Daviau', 'Bill Sabram', 'Craig Van Ness']","['Hasbro', 'Milton Bradley']","['None']","['Horror', 'Movies / TV / Radio theme']","['First edition']","['Role Playing', 'Roll / Spin and Move', 'Team-Based Game', 'Variable Player Powers']","['None']","['Admin: Better Description Needed!', 'Theme: Vampires', 'TV Series: tBuffy the Vampire Slayer']","Now it's up to you to help Buffy and her friends stop the spread of Evil in Sunnydale!  Which villain and his minions will plague the town?  The Master?  The Judge?  The Mayor?  Or Adam?  Each game recreates one of Buffy's four most exciting challenges... use your own strength and skill to outwit them all!  Patrol the board.  Collect cards and gain power.  Roll dice to fight and cast spells.  Finally, rid Sunnydale of Evil to win!  But don't slack... or Evil will slay you first!  Comes with gameboard, pewter Buffy icon, Phases Chart centerpiece, 5 Good Player &amp;amp; 13 Evil Player pawns and stands, 84 Evil, Weapon, Research, Help &amp;amp; Artifact cards, 4 Villain tiles, 4 Good Player cardholders, 1 Evil card stand, 10 dice, 10 life counters.  Same theme and nearly identical name, but a different game from Buffy the Vampire Slayer: The Board Game.","/boardgame/805/buffy-vampire-slayer-game"
"558",86415,"Cornerstone Essential",2010,5441,2,4,45,45,8,"4","4",1,"(no votes)",1,202,6.62525,5.64714,1.27092,1.6667,18,127,8,29,69,21940,733,0,0,3,16,0,"Board Game",1,0,2,0,2,3,0,3,1,"['Matt Mette""']","['Matt Mette']","['Good Company Games', 'KOSMOS']","['None']","['Abstract Strategy', 'Action / Dexterity']","['English first edition', 'English second edition', 'German edition']","['Dice Rolling', 'Network and Route Building', 'Team-Based Game']","['None']","['3D Games']","In the game of Cornerstone Essential, players build and climb their towers, working together in teams or in a head to head race to reach the top.  Each turn players build by strategically placing blocks, gaining a better vantage point for the Climber or blocking an opponent.  Players will test their dexterity and mental ability as they try to outmaneuver their opponents and beat them to the top. With every move the game gets more exciting as the towers grow taller and the structure more unstable.   Can you reach the top before it falls?  Re-implements:      Cornerstone","/boardgame/86415/cornerstone-essential"
"559",7420,"Star Wars Miniatures Battles",1991,7205,2,3,120,120,12,"2","3",1,"(no votes)",0,142,6.6243,5.58782,1.7441,3.2667,15,79,24,14,52,72628,44,0,0,3,1,0,"Board Game",2,3,1,0,5,3,4,2,1,"['Stephen Crane""', 'Paul Murphy""']","['Stephen Crane', 'Rich Hawran', 'Allen Nunis']","['West End Games']","['None']","['Adventure', 'Miniatures', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['First edition', 'Revised edition']","['Dice Rolling', 'Paper-and-Pencil', 'Secret Unit Deployment']","['Star Wars Miniatures Battles Companion', 'Star Wars Miniatures Battles: Imperial Entanglements', 'Star Wars Miniatures Battles: Vehicles Starter Set', 'Star Wars: Mos Eisley Adventure Set']","['Star Wars']","Man-to-Man Combat in the Star Wars Galaxy  &amp;quot;In Star Wars Miniature Battles, you assemble your army of Star Wars miniatures and set forth across the tabletop to battle your foe. You pit your troops against the might of the Empire in order to rekindle the flame of the Old Republic. Or perhaps you&amp;acute;d prefer to send in your stormtroopers to crush the traitorous Rebels for the greater glory of the New Order-thereby extinguishing that flame for all time.&amp;quot;  Star Wars Miniature Battles is a skirmish level game, where each player controls 6-60 soldiers organized in squads. Players agree on a number of Squad generations points, buy troops and equipment and deploy their squads on the tabletop. An optional game masters allows for hidden deployment and movement. The advanced game features rules for special weapons, heroes and the Force, Creatures, Droids and Weather. The game is compatible with the Star Wars Roleplaying Game.  Expanded by:      Star Wars Miniatures Battles Companion     Star Wars Miniatures Battles: Vehicles Starter Set     Star Wars Miniatures Battles: Imperial Entanglements     Miniatures      Star Wars Miniatures","/boardgame/7420/star-wars-miniatures-battles"
"560",71886,"Na Grunwald  rycerze kr\u00f3la Jagie\u0142\u0142y",2010,5944,2,4,60,60,10,"4","4",10,"10",2,177,6.62288,5.62551,1.22,2.2667,15,118,12,7,37,17408,320,1,0,0,4,0,"Board Game",1,2,1,0,1,2,0,1,2,"['Filip Mi\\u0142u\\u0144ski""']","['Maciej Szymanowicz', 'Marek Szyszko']","['Egmont Polska']","['None']","['Medieval']","['First edition']","['Auction/Bidding', 'Worker Placement']","['None']","['Country: Poland', 'History: Polish-Teutonic Wars']","Grunwald: The Knights of King Jagiełło is a eurogame about the preparation for one of the biggest battles of Middle Ages. On July 15th 1410, an army of Poles and Lithuanians met the Teutonic Order forces on the fields near the village of Grunwald (Tannenberg).  The game is about the preparations for war. Each player is a king's officer. His task is to find the best knights, equip them and lead them to the king. The game is published on the 600th anniversary of the battle, which is an important historical event in Poland.","/boardgame/71886/na-grunwald-rycerze-krola-jagielly"
"561",8172,"\u571f\u72fc\u5728\u7b11\u4f60",2003,2136,3,6,20,30,10,"6","N/A",25,"8",1,1282,6.62193,6.04265,1.20767,1.2056,107,229,27,45,314,83983,4557,21,0,2,27,3,"Board Game",1,4,11,3,4,0,0,10,2,"['Spartaco Albertarelli""']","['Angu00e9lique Renier', 'TANSAN Inc.', 'Chiara Vercesi', 'Angelo Zucca']","['AURUM', 'Four Esses', 'Gigamic', 'HomoLudicus', 'Kaissa Chess & Games', 'Kidultgame']","['2004 Fairplay u00c0 la carte Winner', '2004 Japan Boardgame Prize Best Foreign Game for Beginners Nominee', '2004 Spiel des Jahres Recommended']","['Bluffing', 'Card Game', 'Deduction', 'Party Game']","['Chinese/English/Thai edition', 'Danish/English  edition', 'French first edition', 'French second edition', 'Japanese edition', 'Korean edition']","['Bluffing', 'Card Game', 'Deduction', 'Party Game']","['None']","['Animals: Coyote', 'Headband deduction games']","Coyote is a simple bluffing game in a western setting. Every player gets a card (bound on his forehead by a fabric tape) showing a number of &amp;quot;hidden&amp;quot; Indians or a special value. You don't know the value of your card, but you can see all the others. The object of the game is to guess how many Indians are shown on the cards, declaring an increasing number every turn. If you are caught over declaring, you lose.  Many special cards make every game turn a surprise, and don't forget you never know the card you are showing on your forehead.  The game has been reprinted by the italian company Oliphante in 2010.  Starting 2011, the french company Gigamic has got international rights and the game has been printed and distributed in a brand new edition.","/boardgame/8172/coyote"
"562",77361,"Photo Party",2010,7247,6,15,20,20,8,"6","N/A",3,"(no votes)",4,115,6.62133,5.58677,1.43984,1,6,59,7,6,31,14185,169,0,0,1,8,0,"Board Game",2,1,3,0,2,0,0,6,0,"['Laurent Escoffier""', 'Marc Tabourin""']","['Olivier Fagnu00e8re']","['Cocktail Games', 'Kaissa Chess & Games', 'Nikon']","['None']","['Humor', 'Party Game']","['French first edition', 'French second edition (Nikon)', 'German edition', 'Greek edition', 'Russian edition', 'Spanish edition']","['Humor', 'Party Game']","['None']","['French first edition', 'French second edition (Nikon)', 'German edition', 'Greek edition', 'Russian edition', 'Spanish edition']","Take 12 cards and a camera with a timer (a tripod is usefull to). Read a card that describe what players must do in front of the lens and then press the button. Being in the air, hold their hands, being cut by the photo borders.  On each photo we count points, the player with the most point win the games.","/boardgame/77361/photo-party"
"563",7177,"Semper Fi  Guadalcanal",2003,7200,2,2,360,360,12,"N/A","2",2,"(no votes)",0,113,6.6208,5.58799,1.73859,2.5238,21,96,23,13,60,29118,47,0,0,0,1,0,"Board Game",2,0,1,0,2,4,7,1,1,"['Michael Bennighof""', 'Brian L. Knipple""']","['Michael Bennighof', 'Brian L. Knipple']","['Avalanche Press Ltd.']","['None']","['Wargame', 'World War II']","['First edition']","['Dice Rolling', 'Hexagon Grid', 'Secret Unit Deployment', 'Simulation']","['Panzer Grenadier: Alaskas War', 'Panzer Grenadier: Arctic Front Deluxe Edition', 'Panzer Grenadier: Jungle Fighting', 'Panzer Grenadier: Kokoda Trail', 'Panzer Grenadier: Power of the East', 'Panzer Grenadier: Secret Weapons']","['Panzer Grenadier']","(from AP website:)  Panzer Grenadier finally moves to the Pacific with this game of the intense fighting between U.S. Marines and Japanese soldiers and marines in the tense weeks of 1942. Twenty-four scenarios are included. Guadalcanal is a stand-alone game; no other game from the series is required to play any of the 24 scenarios.  Guadalcanal introduces several types of Marine units: Marine rifle, parachute and Raider units plus scouts. The Marines usually have very good morale, and have excellent leadership and strong firepower. Where they&amp;rsquo;re at time lacking is in support weapons: The Army gets first call on tanks and artillery, and the Marine versions on Guadalcanal are not up to the high quality of the riflemen.  Japan counters with Army and navy units of low firepower but fanatically high morale. Japanese artillery isn&amp;rsquo;t very good, their handful of tanks will barely keep out rifle bullets, and there are few direct support weapons. The key to Japanese success will be to enter close combat with the Marines, where the Japanese warrior spirit can be used to full advantage.  Scenarios cover a wide variety of actions. The maps, thought by many to be the most beautiful in the Panzer Grenadier series, cover ""historical"" terrain rather than the generic coverage of most other games in the series.","/boardgame/7177/panzer-grenadier-semper-fi-guadalcanal"
"564",93971,"Nile DeLuxor",2011,3931,2,6,30,30,8,"3","6",13,"8",1,392,6.61964,5.75118,1.29481,1.5333,30,252,39,16,138,48432,1553,1,0,7,13,0,"Board Game",2,1,2,0,4,3,0,3,2,"['Daniel Callister""', 'James Mathe""']","['Chuck Whelon']","['Minion Games', 'White Goblin Games']","['None']","['Ancient', 'Card Game', 'Farming', 'Print & Play']","['Dutch edition', 'English first edition', 'English First Print and Play Edition']","['Card Drafting', 'Commodity Speculation', 'Hand Management']","['None']","['Country: Egypt', 'Rivers: Nile']","Nile DeLuxor is a reprint of the card game Nile that includes a new expansion in the box. The expansion adds several new cards including two new crop types, monuments, and turn counter cards. The number of players is also expanded to allow for as many as 6.  Nile DeLuxor is available as a published version and a print and play edition through Minion games. The published version is a complete game that includes original Nile and the expansion.","/boardgame/93971/nile-deluxor"
"565",9825,"Early American Chrononauts",2004,2781,1,6,45,45,11,"4","5",5,"10",3,867,6.60683,5.89983,1.37475,1.8592,71,155,52,39,221,44898,990,0,0,2,4,0,"Board Game",1,1,1,0,5,1,10,2,4,"['Andrew Looney""']","['Alison Frane']","['Looney Labs']","['None']","['American Civil War', 'Card Game', 'Educational', 'Political', 'Science Fiction']","['First edition', 'Second edition']","['Modular Board']","['Chrononauts: Beatles Reunion Album Promo Card', 'Chrononauts: Carl Sagans Joint', 'Chrononauts: German Cake Promo Card', 'Chrononauts: Live Woolly Mammoth', 'Chrononauts: Lost Identities', 'Chrononauts: Mating Pair of Pterodactyls']","['Chrononauts', 'History: Alternate History', 'Solitaire Games', 'Time Travel']","Early American Chrononauts is a stand-alone prequel to Chrononauts, also from Looney Labs.  The all-new TimeLine begins just before the American Revolution in 1770 and continues through the Civil War, stopping at 1916.  As with Chrononauts, players travel through time to change linchpin events, patch paradoxes, and collect artifacts.  This is a stand-alone game, but Early American Chrononauts's TimeLine can fit together with the Chrononauts TimeLine to combine the two games into one huge game.  Integrates with:      Chrononauts","/boardgame/9825/early-american-chrononauts"
"566",7062,"Smarty Party!",2003,3053,3,8,45,60,10,"5","N/A",7,"12",4,640,6.60577,5.85566,1.47608,1.4026,77,371,16,18,278,78451,2969,2,0,6,4,1,"Board Game",2,1,1,0,2,0,4,3,1,"['Pitt Crandlemire""', 'Aaron Weissblum""']","['John Vetter']","['R&R Games']","['None']","['Party Game', 'Trivia']","['Fourth edition', 'R&R Games English second edition', 'Third edition']","['Party Game', 'Trivia']","['Smarty Party! Expansion Set', 'Smarty Party! Expansion Set 2', 'Smarty Party! Expansion Set Junior', 'Smarty Party! Gamers Expansion']","['Smarty Party!']","Party/trivia game centered around the idea of players collectively naming items on a list (e.g. &amp;quot;10 US states with most shoreline&amp;quot;).  As players, in turn, miss an item, they acquire penalty points (forward movement on the game board).  When a player reaches the end of the track, the person who advanced the least is the winner.  Combines Trivial Pursuit and Outburst (though there's no real-time screaming).  Expanded by:      Smarty Party! Expansion Set     Smarty Party! Gamers' Expansion     Smarty Party! Expansion Set Junior     Smarty Party! Expansion Set 2","/boardgame/7062/smarty-party"
"567",2849,"Supremacy  Fortuna",1989,18998,4,6,360,360,12,"N/A","6",2,"16",4,108,6.60556,5.57039,1.80579,2.6,5,9,11,17,37,11407,24,0,0,0,0,0,"Board Game",1,0,1,0,6,0,0,0,1,"['Robert J. Simpson""']","['Robert J. Simpson']","['Supremacy Games']","['None']","['Economic', 'Expansion for Base-game', 'Modern Warfare', 'Negotiation', 'Political', 'Wargame']","['Economic', 'Expansion for Base-game', 'Modern Warfare', 'Negotiation', 'Political', 'Wargame']","['Economic', 'Expansion for Base-game', 'Modern Warfare', 'Negotiation', 'Political', 'Wargame']","['None']","['Supremacy']","The Fortuna expansion set contains 164 new cards with 328 headlines of News, Rumours, and Acts of God. One Fortuna card is turned over before specific stages in the game and affects the players accordingly. Headlines include grain handler's strikes, floods destroying crops, oil well fires, and mine explosions. Acts of God headlines include earthquakes, typhoons, and diseases. Rumour headlines can drive the market prices of grain, oil and minerals up or down.  Expands:      Supremacy","/boardgameexpansion/2849/supremacy-fortuna"
